customerID,ChurnProbability,RiskSegment,tenure,Contract,MonthlyCharges,TechSupport,OnlineSecurity,PaymentMethod,RetentionAction
7729-JTEEC,0.547118195238016,High,2,Month-to-month,44.5,No,No,Electronic check,Offer tech support / service assistance
5480-HPRRX,0.5470992684148879,High,3,Month-to-month,25.3,No,No,Electronic check,Offer tech support / service assistance
1792-UXAFY,0.546865237333025,High,17,Month-to-month,89.15,No,No,Electronic check,Offer tech support / service assistance
5655-JSMZM,0.5465431570151522,High,49,Month-to-month,96.2,No,No,Electronic check,Offer tech support / service assistance
3799-ISUZQ,0.5459442524317418,High,7,Month-to-month,69.95,No,No,Bank transfer (automatic),Offer tech support / service assistance
7825-GKXMW,0.5458415348515042,High,1,Month-to-month,45.8,No,No,Electronic check,Offer tech support / service assistance
1478-VPOAD,0.5458415348515042,High,1,Month-to-month,43.8,No,No,Electronic check,Offer tech support / service assistance
1942-OQFRW,0.5458415348515042,High,1,Month-to-month,44.0,No,No,Electronic check,Offer tech support / service assistance
7359-PTSXY,0.5458415348515042,High,1,Month-to-month,45.75,No,No,Electronic check,Offer tech support / service assistance
1612-EOHDH,0.5458415348515042,High,1,Month-to-month,45.15,No,No,Electronic check,Offer tech support / service assistance
5552-ZNFSJ,0.5458415348515042,High,1,Month-to-month,45.3,No,No,Electronic check,Offer tech support / service assistance
1963-SVUCV,0.5458415348515042,High,1,Month-to-month,45.3,No,No,Electronic check,Offer tech support / service assistance
6833-JMZYP,0.5456740610719786,High,15,Month-to-month,94.0,No,No,Credit card (automatic),Offer tech support / service assistance
5364-EVNIB,0.545503493061453,High,13,Month-to-month,79.8,No,No,Electronic check,Offer tech support / service assistance
1918-ZBFQJ,0.545503493061453,High,13,Month-to-month,79.25,No,No,Electronic check,Offer tech support / service assistance
9625-QSTYE,0.545503493061453,High,13,Month-to-month,81.15,No,No,Electronic check,Offer tech support / service assistance
2933-FILNV,0.545166721248905,High,2,Month-to-month,24.4,No,No,Mailed check,Offer tech support / service assistance
6876-ADESB,0.544967773447982,High,1,Month-to-month,48.95,No,No,Electronic check,Offer tech support / service assistance
5522-JBWMO,0.544967773447982,High,1,Month-to-month,44.0,No,No,Electronic check,Offer tech support / service assistance
2903-YYTBW,0.544967773447982,High,1,Month-to-month,44.55,No,No,Electronic check,Offer tech support / service assistance
9093-FPDLG,0.5443628902990123,High,11,Month-to-month,94.2,Yes,No,Electronic check,Targeted retention offer
4612-SSVHJ,0.5440277480773538,High,20,Month-to-month,81.45,No,No,Electronic check,Offer tech support / service assistance
8650-RHRKE,0.5434345537939042,High,4,Month-to-month,29.65,No,No,Electronic check,Offer tech support / service assistance
5167-GBFRE,0.5430786241767476,High,4,Month-to-month,25.2,No,No,Bank transfer (automatic),Offer tech support / service assistance
7901-TBKJX,0.5430558016204469,High,56,Month-to-month,101.05,No,No,Electronic check,Offer tech support / service assistance
4480-QQRHC,0.5428681752155389,High,8,Month-to-month,74.05,No,No,Bank transfer (automatic),Offer tech support / service assistance
9796-BPKIW,0.5428681752155389,High,8,Month-to-month,69.95,No,No,Credit card (automatic),Offer tech support / service assistance
9121-PHQSR,0.5427989426111688,High,16,Month-to-month,85.05,No,No,Credit card (automatic),Offer tech support / service assistance
1636-NTNCO,0.542648221926308,High,4,Month-to-month,50.95,No,No,Credit card (automatic),Offer tech support / service assistance
6559-PDZLR,0.5425688693906185,High,26,Month-to-month,98.65,Yes,No,Electronic check,Targeted retention offer
2840-XANRC,0.5424975977649695,High,24,Month-to-month,93.15,No,No,Electronic check,Offer tech support / service assistance
9129-UXERG,0.542427290616465,High,18,Month-to-month,103.6,Yes,No,Credit card (automatic),Targeted retention offer
8949-JTMAY,0.5420192421909183,High,29,Month-to-month,98.6,No,No,Credit card (automatic),Offer tech support / service assistance
2969-QWUBZ,0.5419850466127654,High,2,Month-to-month,51.4,No,No,Electronic check,Offer tech support / service assistance
6366-ZGQGL,0.5419736019270355,High,1,Month-to-month,24.8,No,No,Bank transfer (automatic),Offer tech support / service assistance
6158-HDPXZ,0.5419736019270355,High,1,Month-to-month,25.35,No,No,Mailed check,Offer tech support / service assistance
8260-NGFNY,0.5419736019270355,High,1,Month-to-month,25.2,No,No,Mailed check,Offer tech support / service assistance
9895-VFOXH,0.5419736019270355,High,1,Month-to-month,24.4,No,No,Mailed check,Offer tech support / service assistance
2209-XADXF,0.5419736019270355,High,1,Month-to-month,25.25,No,No,Bank transfer (automatic),Offer tech support / service assistance
3439-GVUSX,0.5419736019270355,High,1,Month-to-month,24.4,No,No,Mailed check,Offer tech support / service assistance
5351-QESIO,0.5418807138670766,High,1,Month-to-month,24.2,No,No,Mailed check,Offer tech support / service assistance
7480-QNVZJ,0.5415274243345729,High,50,Month-to-month,95.7,No,No,Electronic check,Offer tech support / service assistance
8519-IMDHU,0.5413180132008897,High,15,Month-to-month,85.6,No,No,Bank transfer (automatic),Offer tech support / service assistance
4062-HBMOS,0.5411737375136881,High,52,Month-to-month,103.05,No,No,Electronic check,Offer tech support / service assistance
6030-REHUX,0.5407742393254561,High,28,Month-to-month,110.85,Yes,No,Electronic check,Targeted retention offer
3703-VAVCL,0.5407594935788532,High,2,Month-to-month,90.0,Yes,No,Credit card (automatic),Targeted retention offer
8429-XIBUM,0.5396962315862813,High,22,Month-to-month,101.35,No,Yes,Bank transfer (automatic),Offer tech support / service assistance
3223-WZWJM,0.5395231365138249,High,26,Month-to-month,83.95,No,No,Electronic check,Offer tech support / service assistance
8224-DWCKX,0.5388545596120524,High,12,Month-to-month,73.3,No,No,Credit card (automatic),Offer tech support / service assistance
0637-YLETY,0.5387676653561942,High,16,Month-to-month,95.6,No,No,Credit card (automatic),Offer tech support / service assistance
9658-WYUFB,0.5385816351039847,High,17,Month-to-month,94.4,No,Yes,Electronic check,Offer tech support / service assistance
4727-MCYZG,0.5385015922213586,High,1,Month-to-month,55.55,No,No,Mailed check,Offer tech support / service assistance
7598-UAASY,0.5383867372117337,High,2,Month-to-month,76.4,No,No,Electronic check,Offer tech support / service assistance
2408-WITXK,0.5377866815967883,High,10,Month-to-month,34.7,No,No,Electronic check,Offer tech support / service assistance
4902-OHLSK,0.5370909559456064,High,29,Month-to-month,98.65,Yes,No,Electronic check,Targeted retention offer
5879-SESNB,0.5368643904426151,High,11,Month-to-month,75.25,No,No,Electronic check,Offer tech support / service assistance
8999-BOHSE,0.5361696194484743,High,11,Month-to-month,89.7,No,No,Bank transfer (automatic),Offer tech support / service assistance
8922-LIEGH,0.5356289110108589,High,25,Month-to-month,89.7,No,No,Electronic check,Offer tech support / service assistance
2656-FMOKZ,0.5355013219661634,High,15,Month-to-month,74.45,No,No,Mailed check,Offer tech support / service assistance
8642-GVWRF,0.5352412013390181,High,2,Month-to-month,79.7,No,No,Bank transfer (automatic),Offer tech support / service assistance
2626-URJFX,0.5350434388923893,High,4,Month-to-month,50.9,No,No,Electronic check,Offer tech support / service assistance
4583-PARNH,0.534666888404168,High,16,Month-to-month,91.55,Yes,No,Electronic check,Targeted retention offer
3644-QXEHN,0.5346471423894801,High,13,Month-to-month,97.0,No,No,Electronic check,Offer tech support / service assistance
9168-INPSZ,0.5346172211960907,High,44,Month-to-month,104.15,Yes,No,Electronic check,Targeted retention offer
0946-CLJTI,0.5344017251424533,High,58,Month-to-month,98.7,No,No,Electronic check,Offer tech support / service assistance
0396-YCHWO,0.5336124112590258,High,36,Month-to-month,95.4,No,No,Electronic check,Offer tech support / service assistance
3934-HXCFZ,0.5330406037043007,High,23,Month-to-month,99.25,No,Yes,Electronic check,Offer tech support / service assistance
7072-MBHEV,0.5326054262485681,High,11,Month-to-month,78.1,No,No,Credit card (automatic),Offer tech support / service assistance
9692-TUSXH,0.5320532329833787,High,18,Month-to-month,96.05,No,Yes,Electronic check,Offer tech support / service assistance
8665-UTDHZ,0.530612796809426,High,1,Month-to-month,30.2,No,No,Electronic check,Offer tech support / service assistance
5271-DBYSJ,0.5305574574280483,High,11,Month-to-month,79.15,No,No,Credit card (automatic),Offer tech support / service assistance
0207-MDKNV,0.5303806450202287,High,15,Month-to-month,105.1,Yes,Yes,Electronic check,Targeted retention offer
2951-QOQTK,0.530149757495844,High,4,Month-to-month,80.8,Yes,No,Credit card (automatic),Targeted retention offer
4822-YCXMX,0.5301309261997457,High,25,Month-to-month,84.8,No,No,Electronic check,Offer tech support / service assistance
2249-YPRNG,0.5299174493206879,High,20,Month-to-month,105.85,No,No,Bank transfer (automatic),Offer tech support / service assistance
9133-AYJZG,0.5296042633224213,High,23,Month-to-month,98.7,No,No,Credit card (automatic),Offer tech support / service assistance
1658-TJVOA,0.5293484775938182,High,6,Month-to-month,74.1,No,Yes,Electronic check,Offer tech support / service assistance
6048-QBXKL,0.5290971988856811,High,2,Month-to-month,56.55,No,No,Credit card (automatic),Offer tech support / service assistance
0378-TOVMS,0.5285719960251788,High,3,Month-to-month,85.8,Yes,No,Electronic check,Targeted retention offer
2041-JIJCI,0.5283027609772621,High,5,Month-to-month,64.0,No,No,Electronic check,Offer tech support / service assistance
3365-SAIGS,0.5282816002900382,High,17,Month-to-month,83.55,No,No,Electronic check,Offer tech support / service assistance
5980-NOPLP,0.5279577127063675,High,44,Month-to-month,96.1,No,No,Electronic check,Offer tech support / service assistance
2685-SREOM,0.5278522250221697,High,25,Month-to-month,89.1,No,No,Electronic check,Offer tech support / service assistance
9947-OTFQU,0.5278390014804866,High,15,Month-to-month,74.4,No,No,Electronic check,Offer tech support / service assistance
5747-PMBSQ,0.5277920444097803,High,10,Month-to-month,92.5,Yes,No,Mailed check,Targeted retention offer
8017-LXHFA,0.5270195037716545,High,23,Month-to-month,94.75,No,No,Electronic check,Offer tech support / service assistance
8708-XPXHZ,0.5268654794257731,High,42,Month-to-month,94.2,No,No,Electronic check,Offer tech support / service assistance
5216-WASFJ,0.5266565889466492,High,31,Month-to-month,84.85,No,No,Electronic check,Offer tech support / service assistance
8063-GBATB,0.5266565889466492,High,27,Month-to-month,85.25,No,No,Electronic check,Offer tech support / service assistance
5117-IFGPS,0.5266565889466492,High,29,Month-to-month,84.3,No,No,Electronic check,Offer tech support / service assistance
3672-YITQD,0.5266565889466492,High,36,Month-to-month,84.1,No,No,Electronic check,Offer tech support / service assistance
9606-PBKBQ,0.5266565889466492,High,32,Month-to-month,85.0,No,No,Electronic check,Offer tech support / service assistance
7783-YKGDV,0.5265625109741626,High,12,Month-to-month,99.7,No,Yes,Bank transfer (automatic),Offer tech support / service assistance
2792-LSHWX,0.5260293115835559,High,1,Month-to-month,83.4,Yes,Yes,Mailed check,Targeted retention offer
5385-SUIRI,0.5259773725018899,High,52,Month-to-month,104.2,No,Yes,Electronic check,Offer tech support / service assistance
5914-DVBWJ,0.5250529462012978,High,18,Month-to-month,85.45,Yes,No,Electronic check,Targeted retention offer
8128-YVJRG,0.524889744113347,High,7,Month-to-month,79.65,No,Yes,Mailed check,Offer tech support / service assistance
7284-BUYEC,0.5248296205675974,High,5,Month-to-month,50.95,No,No,Credit card (automatic),Offer tech support / service assistance
7240-FQLHE,0.52481599050514,High,18,Month-to-month,99.75,Yes,No,Bank transfer (automatic),Targeted retention offer
5515-AKOAJ,0.5242138553581543,High,54,Month-to-month,100.1,Yes,No,Electronic check,Targeted retention offer
1302-UHBDD,0.52415182909038,High,20,Month-to-month,89.95,No,No,Electronic check,Offer tech support / service assistance
9763-PDTKK,0.5239310725738126,High,4,Month-to-month,94.4,Yes,Yes,Bank transfer (automatic),Targeted retention offer
7410-YTJIK,0.523685308900702,High,7,Month-to-month,75.45,No,No,Mailed check,Offer tech support / service assistance
5130-IEKQT,0.5232898787866233,High,25,Month-to-month,105.95,No,No,Mailed check,Offer tech support / service assistance
3336-JORSO,0.5232683336165233,High,33,Month-to-month,110.45,Yes,No,Electronic check,Targeted retention offer
1771-OADNZ,0.5232591216994852,High,29,Month-to-month,95.9,No,No,Electronic check,Offer tech support / service assistance
0576-WNXXC,0.5232591216994852,High,27,Month-to-month,95.55,No,No,Electronic check,Offer tech support / service assistance
6088-BXMRG,0.5231856984638434,High,32,Month-to-month,98.85,No,No,Electronic check,Offer tech support / service assistance
2697-NQBPF,0.5229525391133414,High,34,Month-to-month,105.35,Yes,No,Electronic check,Targeted retention offer
4659-NZRUF,0.5229504543503875,High,19,Month-to-month,95.15,No,Yes,Electronic check,Offer tech support / service assistance
6212-ATMLK,0.5229158538705234,High,50,Month-to-month,95.7,No,No,Electronic check,Offer tech support / service assistance
4587-NUKOX,0.5227397533706486,High,3,Month-to-month,79.1,No,Yes,Electronic check,Offer tech support / service assistance
5760-FXFVO,0.5227397533706486,High,6,Month-to-month,78.95,No,Yes,Electronic check,Offer tech support / service assistance
9540-JYROE,0.5223664850574016,High,8,Month-to-month,70.1,No,No,Mailed check,Offer tech support / service assistance
6330-JKLPC,0.5222622711565587,High,11,Month-to-month,80.5,No,No,Bank transfer (automatic),Offer tech support / service assistance
3717-OEAUQ,0.5221895991158553,High,2,Month-to-month,70.7,No,No,Mailed check,Offer tech support / service assistance
5028-GZLDO,0.5221895991158553,High,2,Month-to-month,70.7,No,No,Credit card (automatic),Offer tech support / service assistance
4512-ZUIYL,0.5221895991158553,High,2,Month-to-month,70.0,No,No,Bank transfer (automatic),Offer tech support / service assistance
6166-ILMNY,0.5221895991158553,High,2,Month-to-month,69.75,No,No,Bank transfer (automatic),Offer tech support / service assistance
3658-KIBGF,0.521885643367415,High,1,Month-to-month,54.9,No,Yes,Electronic check,Offer tech support / service assistance
4183-MYFRB,0.521397318981681,High,21,Month-to-month,90.05,No,No,Electronic check,Offer tech support / service assistance
5600-KTXFM,0.5213102395814598,High,2,Month-to-month,69.95,No,No,Mailed check,Offer tech support / service assistance
0388-EOPEX,0.5211084783722151,High,2,Month-to-month,74.4,No,Yes,Electronic check,Offer tech support / service assistance
3669-LVWZB,0.520824693729018,High,5,Month-to-month,51.0,No,No,Mailed check,Offer tech support / service assistance
5908-QMGOE,0.5202381690417276,High,15,Month-to-month,74.2,No,No,Credit card (automatic),Offer tech support / service assistance
3588-WSTTJ,0.5200727986805539,High,35,Month-to-month,99.05,No,Yes,Electronic check,Offer tech support / service assistance
9779-DPNEJ,0.5198203224541605,High,22,Month-to-month,80.15,No,No,Electronic check,Offer tech support / service assistance
5650-VDUDS,0.5197252184733757,High,4,Month-to-month,24.25,No,No,Mailed check,Offer tech support / service assistance
2080-GKCWQ,0.5193821350649195,High,2,Month-to-month,74.95,No,No,Electronic check,Offer tech support / service assistance
4998-IKFSE,0.5193718328430359,High,30,Month-to-month,100.45,No,No,Electronic check,Offer tech support / service assistance
8364-TRMMK,0.5193712304353908,High,3,Month-to-month,50.65,No,No,Mailed check,Offer tech support / service assistance
2538-OIMXF,0.5192690845689752,High,1,Month-to-month,24.7,No,No,Mailed check,Offer tech support / service assistance
1902-XBTFB,0.5186951838433385,High,22,Month-to-month,89.4,No,No,Electronic check,Offer tech support / service assistance
8648-PFRMP,0.5186866981051392,High,14,Month-to-month,46.35,No,No,Electronic check,Offer tech support / service assistance
0027-KWYKW,0.5185726441162387,High,23,Month-to-month,83.75,No,No,Electronic check,Offer tech support / service assistance
2460-NGXBJ,0.5183084816568164,High,11,Month-to-month,75.2,No,No,Credit card (automatic),Offer tech support / service assistance
0354-WYROK,0.5178805223789108,High,31,Month-to-month,98.9,Yes,No,Electronic check,Targeted retention offer
6900-PXRMS,0.5178682871319801,High,26,Month-to-month,105.75,No,No,Electronic check,Offer tech support / service assistance
6507-ZJSUR,0.517710589546667,High,23,Month-to-month,90.45,No,No,Electronic check,Offer tech support / service assistance
9889-TMAHG,0.5177080469556982,High,8,Month-to-month,100.3,Yes,Yes,Credit card (automatic),Targeted retention offer
0112-QAWRZ,0.5173373663772122,High,16,Month-to-month,90.8,No,No,Bank transfer (automatic),Offer tech support / service assistance
3884-HCSWG,0.5171995000287234,High,17,Month-to-month,70.0,No,No,Electronic check,Offer tech support / service assistance
4315-MURBD,0.5170372054537515,High,12,Month-to-month,98.9,Yes,Yes,Bank transfer (automatic),Targeted retention offer
6352-TWCAU,0.5170140245960779,High,35,Month-to-month,86.45,No,No,Electronic check,Offer tech support / service assistance
2207-NHRJK,0.5167559674594729,High,1,Month-to-month,50.8,No,No,Electronic check,Offer tech support / service assistance
6689-KXGBO,0.5167559674594729,High,1,Month-to-month,50.55,No,No,Electronic check,Offer tech support / service assistance
5692-ICXLW,0.5167421935037182,High,31,Month-to-month,90.7,No,No,Electronic check,Offer tech support / service assistance
6267-DCFFZ,0.5167421935037182,High,30,Month-to-month,90.05,No,No,Electronic check,Offer tech support / service assistance
5959-BELXA,0.516738321375948,High,32,Month-to-month,96.15,No,No,Credit card (automatic),Offer tech support / service assistance
3627-FCRDW,0.5166466600741041,High,9,Month-to-month,71.0,No,No,Electronic check,Offer tech support / service assistance
8990-ZXLSU,0.5166466600741041,High,9,Month-to-month,69.05,No,No,Electronic check,Offer tech support / service assistance
5364-XYIRR,0.5164620593090928,High,51,Month-to-month,94.65,No,No,Electronic check,Offer tech support / service assistance
6178-KFNHS,0.5164393822363347,High,12,Month-to-month,78.3,No,Yes,Electronic check,Offer tech support / service assistance
2232-DMLXU,0.5159664014342442,High,1,Month-to-month,55.2,No,No,Mailed check,Offer tech support / service assistance
7278-CKDNC,0.5158794080572524,High,24,Month-to-month,80.5,No,No,Electronic check,Offer tech support / service assistance
2325-NBPZG,0.5152396758116391,High,3,Month-to-month,74.55,No,Yes,Electronic check,Offer tech support / service assistance
0570-BFQHT,0.5150000188288673,High,9,Month-to-month,80.55,No,No,Electronic check,Offer tech support / service assistance
4039-HEUNW,0.5149680970399313,High,36,Month-to-month,96.5,No,No,Electronic check,Offer tech support / service assistance
9190-MFJLN,0.5147987695979028,High,19,Month-to-month,95.9,No,No,Credit card (automatic),Offer tech support / service assistance
6712-OAWRH,0.5146961980439012,High,26,Month-to-month,91.25,No,No,Electronic check,Offer tech support / service assistance
7318-EIVKO,0.5137530663026254,High,8,Month-to-month,59.25,No,No,Electronic check,Offer tech support / service assistance
3143-JQEGI,0.5130081837723119,High,13,Month-to-month,88.35,No,No,Electronic check,Offer tech support / service assistance
4236-UJPWO,0.5128286190726102,High,2,Month-to-month,24.5,No,No,Electronic check,Offer tech support / service assistance
4065-JJAVA,0.5123986052211752,High,1,Month-to-month,49.5,No,No,Electronic check,Offer tech support / service assistance
1471-GIQKQ,0.5123986052211752,High,1,Month-to-month,49.95,No,No,Electronic check,Offer tech support / service assistance
8981-FJGLA,0.5120571677984083,High,11,Month-to-month,78.0,No,No,Mailed check,Offer tech support / service assistance
9927-DSWDF,0.5118089802926075,High,22,Month-to-month,104.6,Yes,Yes,Electronic check,Targeted retention offer
3990-QYKBE,0.5117146000683397,High,37,Month-to-month,92.5,No,No,Electronic check,Offer tech support / service assistance
9824-BEMCV,0.5115842443605371,High,17,Month-to-month,69.0,No,No,Electronic check,Offer tech support / service assistance
0988-JRWWP,0.511563144955725,High,3,Month-to-month,54.2,No,No,Electronic check,Offer tech support / service assistance
9389-ACWBI,0.5107059417317835,High,5,Month-to-month,69.95,No,No,Credit card (automatic),Offer tech support / service assistance
8436-BJUMM,0.510348487420271,High,26,Month-to-month,83.75,No,No,Electronic check,Offer tech support / service assistance
6317-YPKDH,0.5100904294284831,High,1,Month-to-month,29.95,No,No,Bank transfer (automatic),Offer tech support / service assistance
2187-PKZAY,0.510001996293746,High,12,Month-to-month,79.95,No,No,Bank transfer (automatic),Offer tech support / service assistance
5569-OUICF,0.5099791294274368,High,28,Month-to-month,101.3,Yes,No,Credit card (automatic),Targeted retention offer
5759-RCVCB,0.5098706063251648,High,3,Month-to-month,35.2,No,No,Credit card (automatic),Offer tech support / service assistance
2824-MYYBN,0.50981539468816,High,37,Month-to-month,95.25,No,No,Electronic check,Offer tech support / service assistance
4369-HTUIF,0.5092668312350497,High,6,Month-to-month,85.15,No,Yes,Bank transfer (automatic),Offer tech support / service assistance
1428-GTBJJ,0.5091754032962786,High,11,Month-to-month,74.55,No,No,Electronic check,Offer tech support / service assistance
0148-DCDOS,0.5090457109365997,High,25,Month-to-month,94.7,No,No,Bank transfer (automatic),Offer tech support / service assistance
4818-QIUFN,0.508913702906907,High,20,Month-to-month,79.15,No,Yes,Electronic check,Offer tech support / service assistance
7703-ZEKEF,0.5088336997995587,High,23,Month-to-month,81.0,No,No,Electronic check,Offer tech support / service assistance
4484-CGXFK,0.5085957109827725,High,3,Month-to-month,55.3,No,No,Electronic check,Offer tech support / service assistance
9961-JBNMK,0.5080993841444326,High,21,Month-to-month,96.8,No,No,Bank transfer (automatic),Offer tech support / service assistance
0362-ZBZWJ,0.5079898182355281,High,36,Month-to-month,84.9,No,No,Electronic check,Offer tech support / service assistance
1766-GKNMI,0.5079898182355281,High,29,Month-to-month,84.9,No,No,Electronic check,Offer tech support / service assistance
0524-IAVZO,0.5079898182355281,High,30,Month-to-month,85.0,No,No,Electronic check,Offer tech support / service assistance
2362-IBOOY,0.5079898182355281,High,36,Month-to-month,84.75,No,No,Electronic check,Offer tech support / service assistance
3550-SAHFP,0.5079898182355281,High,33,Month-to-month,83.35,No,No,Electronic check,Offer tech support / service assistance
7137-RYLPP,0.5079630448183725,High,37,Month-to-month,85.7,No,No,Electronic check,Offer tech support / service assistance
2344-JMOGN,0.5076713804684964,High,9,Month-to-month,94.85,Yes,No,Mailed check,Targeted retention offer
0848-ZGQIJ,0.5075397581209489,High,16,Month-to-month,94.65,No,No,Bank transfer (automatic),Offer tech support / service assistance
0315-LVCRK,0.5074056665049849,High,11,Month-to-month,84.8,No,No,Electronic check,Offer tech support / service assistance
3946-MHCZW,0.506545287963686,High,1,Month-to-month,50.9,No,No,Mailed check,Offer tech support / service assistance
1320-REHCS,0.506089680437969,High,52,Month-to-month,110.75,Yes,No,Electronic check,Targeted retention offer
5331-RGMTT,0.5058838012690596,High,54,Month-to-month,99.05,No,No,Credit card (automatic),Offer tech support / service assistance
4547-LYTDD,0.5057990802137896,High,16,Month-to-month,72.65,No,No,Electronic check,Offer tech support / service assistance
6599-RCLCJ,0.5057732543733797,High,47,Month-to-month,109.55,Yes,No,Electronic check,Targeted retention offer
6103-BOCOU,0.5057367219998383,High,26,Month-to-month,80.7,No,No,Electronic check,Offer tech support / service assistance
1251-KRREG,0.5056796359404058,High,2,Month-to-month,54.4,No,No,Mailed check,Offer tech support / service assistance
7250-EQKIY,0.505664392657987,High,1,Month-to-month,50.45,No,No,Mailed check,Offer tech support / service assistance
0378-NHQXU,0.5043182353849217,High,17,Month-to-month,88.25,No,No,Electronic check,Offer tech support / service assistance
6661-HBGWL,0.5040827289504967,High,42,Month-to-month,104.75,No,No,Bank transfer (automatic),Offer tech support / service assistance
7599-FKVXZ,0.5039931827514175,High,42,Month-to-month,106.15,Yes,No,Bank transfer (automatic),Targeted retention offer
3398-ZOUAA,0.5039120276749549,High,21,Month-to-month,69.1,No,No,Electronic check,Offer tech support / service assistance
0921-OHLVP,0.5031100216174694,High,22,Month-to-month,83.05,No,No,Electronic check,Offer tech support / service assistance
2833-SLKDQ,0.5021845511574512,High,1,Month-to-month,45.05,No,No,Mailed check,Offer tech support / service assistance
7593-XFKDI,0.5021845511574512,High,1,Month-to-month,46.3,No,No,Mailed check,Offer tech support / service assistance
6982-SSHFK,0.5021845511574512,High,1,Month-to-month,44.4,No,No,Mailed check,Offer tech support / service assistance
7054-LGEQW,0.5021845511574512,High,1,Month-to-month,45.95,No,No,Mailed check,Offer tech support / service assistance
7754-IXRMC,0.5021845511574512,High,1,Month-to-month,45.35,No,No,Mailed check,Offer tech support / service assistance
2672-OJQZP,0.5021845511574512,High,1,Month-to-month,44.75,No,No,Mailed check,Offer tech support / service assistance
6582-OIVSP,0.5021845511574512,High,1,Month-to-month,45.3,No,No,Mailed check,Offer tech support / service assistance
0415-MOSGF,0.5021845511574512,High,1,Month-to-month,44.4,No,No,Mailed check,Offer tech support / service assistance
9448-REEVD,0.5021845511574512,High,1,Month-to-month,44.7,No,No,Credit card (automatic),Offer tech support / service assistance
6145-NNPNO,0.5021845511574512,High,1,Month-to-month,44.15,No,No,Bank transfer (automatic),Offer tech support / service assistance
4146-SVFUD,0.5021845511574512,High,1,Month-to-month,44.6,No,No,Mailed check,Offer tech support / service assistance
9244-ZVAPM,0.5021845511574512,High,1,Month-to-month,45.6,No,No,Mailed check,Offer tech support / service assistance
7252-NTGSS,0.5021845511574512,High,1,Month-to-month,45.15,No,No,Mailed check,Offer tech support / service assistance
5858-EAFCZ,0.5021845511574512,High,1,Month-to-month,44.45,No,No,Mailed check,Offer tech support / service assistance
1895-QTKDO,0.5021845511574512,High,1,Month-to-month,43.95,No,No,Credit card (automatic),Offer tech support / service assistance
3669-OYSJI,0.5021845511574512,High,1,Month-to-month,46.2,No,No,Credit card (automatic),Offer tech support / service assistance
3085-QUOZK,0.5021845511574512,High,1,Month-to-month,43.95,No,No,Mailed check,Offer tech support / service assistance
8433-WXGNA,0.5020899869464932,High,2,Month-to-month,75.7,No,Yes,Electronic check,Offer tech support / service assistance
0899-LIIBW,0.5018016925202489,High,34,Month-to-month,100.85,No,No,Electronic check,Offer tech support / service assistance
3346-BRMIS,0.5015842547234589,High,18,Month-to-month,48.35,No,No,Electronic check,Offer tech support / service assistance
3640-PHQXK,0.5013287020291533,High,31,Month-to-month,89.9,No,No,Electronic check,Offer tech support / service assistance
5103-MHMHY,0.5013035352306932,High,1,Month-to-month,45.95,No,No,Mailed check,Offer tech support / service assistance
0674-DGMAQ,0.5010565623850533,High,32,Month-to-month,93.5,No,No,Electronic check,Offer tech support / service assistance
7389-KBFIT,0.5010056584200908,High,2,Month-to-month,30.25,No,No,Mailed check,Offer tech support / service assistance
5233-GEEAX,0.5005274809903509,High,8,Month-to-month,29.4,No,No,Electronic check,Offer tech support / service assistance
3768-NLUBH,0.5004006497855197,High,57,Month-to-month,100.6,No,No,Electronic check,Offer tech support / service assistance
3914-FDRHP,0.5001716930136352,High,9,Month-to-month,86.25,Yes,No,Electronic check,Targeted retention offer
5968-VXZLG,0.4999326346787241,High,2,Month-to-month,46.6,No,No,Bank transfer (automatic),Offer tech support / service assistance
3278-FSIXX,0.4999326346787241,High,2,Month-to-month,45.25,No,No,Mailed check,Offer tech support / service assistance
4671-LXRDQ,0.4999326346787241,High,2,Month-to-month,45.0,No,No,Mailed check,Offer tech support / service assistance
4959-JOSRX,0.4999326346787241,High,2,Month-to-month,44.6,No,No,Credit card (automatic),Offer tech support / service assistance
7841-TZDMQ,0.4999326346787241,High,2,Month-to-month,46.0,No,No,Credit card (automatic),Offer tech support / service assistance
5365-LLFYV,0.4999326346787241,High,2,Month-to-month,45.85,No,No,Mailed check,Offer tech support / service assistance
3374-LXDEV,0.49988477766257816,High,13,Month-to-month,89.4,Yes,No,Electronic check,Targeted retention offer
3753-TSEMP,0.49966558178924153,High,15,Month-to-month,88.15,No,No,Electronic check,Offer tech support / service assistance
4546-FOKWR,0.4996569757288316,High,16,Month-to-month,74.75,No,No,Credit card (automatic),Offer tech support / service assistance
5899-MQZZL,0.4996569757288316,High,13,Month-to-month,75.0,No,No,Mailed check,Offer tech support / service assistance
5442-XSDCW,0.4992130508159619,High,11,Month-to-month,79.5,No,No,Bank transfer (automatic),Offer tech support / service assistance
8610-WFCJF,0.49908539376041955,High,49,Month-to-month,95.6,No,No,Electronic check,Offer tech support / service assistance
4873-ILOLJ,0.49902661428276673,High,24,Month-to-month,90.35,No,No,Electronic check,Offer tech support / service assistance
7794-JASDG,0.49876551705079447,High,1,Month-to-month,50.75,No,Yes,Mailed check,Offer tech support / service assistance
6888-SBYAI,0.49876551705079447,High,1,Month-to-month,50.7,No,Yes,Mailed check,Offer tech support / service assistance
